[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
[84, 0.4648, -0.0111, 0.4625, -0.0125, 2.3562, 0.0, 0, 0]
