[77, 0.5217, -0.037, 1]
[77, 0.5012, 0.0271, 0]
[77, 0.5011, -0.0216, 0]
[77, 0.4862, -0.0241, 0]
[77, 0.4735, 0.0114, 0]
[77, 0.4663, -0.0117, 0]
[77, 0.4636, 0.0269, 0]
[77, 0.5104, -0.0149, 1]
[77, 0.4872, -0.0136, 1]
[77, 0.4978, 0.0014, 1]
[77, 0.4945, -0.043, 1]
[77, 0.5499, -0.0166, 1]
[77, 0.5204, 0.0255, 0]
[77, 0.5053, 0.0154, 0]
[77, 0.4534, -0.0413, 1]
[77, 0.487, -0.026, 0]
[77, 0.4968, 0.0084, 0]
[77, 0.5203, 0.015, 1]
[77, 0.5414, -0.0019, 1]
[77, 0.4825, -0.0372, 0]
[77, 0.45, 0.0424, 0]
[77, 0.4689, 0.0474, 1]
[77, 0.5425, 0.0437, 1]
[77, 0.4715, 0.0082, 0]
[74, 0.4785, 0.0423, 0]
[74, 0.5483, -0.0142, 1]
[74, 0.5293, -0.0246, 1]
[73, 0.4551, -0.0034, 1]
[73, 0.452, 0.0111, 1]
[73, 0.5175, 0.0182, 1]
[73, 0.4515, 0.0127, 1]
[73, 0.4739, -0.0245, 1]
[67, 0.457, -0.0196, 1]
[67, 0.5098, 0.0385, 1]
[67, 0.4505, -0.0136, 0]
[67, 0.5419, -0.034, 0]
[67, 0.4606, -0.0348, 1]
[67, 0.4988, -0.0477, 1]
[67, 0.4773, 0.0127, 1]
[56, 0.549, 0.0402, 1]
[56, 0.476, -0.0053, 1]
[51, 0.4924, 0.0393, 1]
[51, 0.4526, 0.0328, 1]
[51, 0.5431, -0.0032, 1]
[51, 0.487, -0.0229, 1]
[51, 0.4963, 0.0393, 1]
[48, 0.4518, -0.0317, 1]
[48, 0.5065, 0.0167, 1]
[48, 0.5244, 0.0036, 1]
[47, 0.4946, 0.0475, 1]
[47, 0.4572, -0.008, 1]
[47, 0.4762, -0.0367, 1]
[47, 0.4558, 0.0379, 0]
[47, 0.5348, -0.0116, 0]
[33, 0.5427, 0.0227, 1]
[33, 0.4792, -0.0289, 1]
[25, 0.4703, 0.0084, 1]
[20, 0.5493, 0.0406, 0]
[20, 0.5292, -0.0233, 1]
[20, 0.4508, -0.0271, 1]
[20, 0.5424, 0.0344, 0]
[20, 0.5155, -0.0245, 1]
[20, 0.4678, -0.0291, 0]
[20, 0.5419, -0.012, 1]
[20, 0.4808, -0.013, 1]
[20, 0.5108, -0.0329, 1]
[20, 0.5234, -0.0253, 0]
[20, 0.5401, -0.0497, 0]
[20, 0.4819, -0.0295, 1]
[20, 0.4673, 0.00022943, 1]
[20, 0.5456, -0.0293, 0]
[20, 0.4776, 0.0361, 0]
[20, 0.5326, -0.0454, 0]
[20, 0.5173, 0.039, 1]
[20, 0.5151, -0.0409, 0]
[20, 0.5428, -0.0144, 1]
[20, 0.528, 0.0279, 0]
[20, 0.5192, -0.0058, 1]
[20, 0.5296, -0.0239, 1]
[20, 0.4772, -0.0302, 0]
[20, 0.4645, 0.0085, 1]
[20, 0.4952, -0.0276, 1]
[20, 0.5212, 0.0222, 1]
[20, 0.5308, 0.039, 1]
[20, 0.4897, -0.0013, 1]
[20, 0.5242, 0.0314, 1]
[20, 0.4898, 0.0287, 1]
[20, 0.4725, -0.0197, 0]
[20, 0.4678, -0.0495, 1]
[20, 0.54, 0.0382, 0]
[20, 0.4683, -0.0403, 1]
[20, 0.4619, -0.0062, 0]
[20, 0.4659, -0.0238, 0]
[20, 0.5264, 0.0033, 1]
[20, 0.453, 0.0363, 1]
[20, 0.4786, 0.0482, 1]
[20, 0.507, -0.0381, 1]
[20, 0.5069, -0.0382, 1]
[20, 0.4607, 0.0457, 0]
[20, 0.5182, -0.0209, 0]
[20, 0.5105, -0.0388, 0]
[20, 0.4629, 0.0434, 1]
[20, 0.4568, -0.0347, 1]
[20, 0.4946, 0.0088, 0]
[20, 0.4532, -0.0471, 1]
[20, 0.5307, -0.04, 0]
[20, 0.5336, -0.0099, 1]
[20, 0.5306, -0.0226, 0]
[20, 0.5137, 0.0123, 0]
[20, 0.5027, 0.0448, 1]
[20, 0.5066, 0.0393, 1]
[20, 0.4534, 0.034, 0]
[20, 0.55, 0.0193, 1]
[20, 0.4692, 0.0326, 0]
[20, 0.4889, -0.0048, 1]
[20, 0.4824, 0.0493, 0]
[20, 0.4903, -0.0445, 1]
[20, 0.5465, -0.0065, 0]
[20, 0.4973, -0.0011, 1]
[20, 0.5211, -0.0481, 1]
[20, 0.5456, 0.0364, 0]
[20, 0.5182, 0.0349, 1]
[20, 0.4977, 0.0113, 1]
[20, 0.4956, -0.0044, 0]
[20, 0.5004, -0.0246, 0]
[20, 0.5014, 0.0479, 1]
[20, 0.5125, -0.011, 0]
[20, 0.5215, -0.019, 0]
[20, 0.50653, -0.0004214, 1]
[20, 0.4722, -0.0458, 0]
[20, 0.5328, -0.0256, 0]
[19, 0.5025, 0.0099, 1]
[19, 0.45, 0.0093, 0]
[19, 0.5287, -0.0266, 1]
[19, 0.4541, 0.0285, 0]
[19, 0.4572, -0.0128, 1]
[19, 0.5323, 0.0338, 1]
[19, 0.4501, 0.0226, 0]
[19, 0.4833, 0.0075, 0]
[19, 0.4697, -0.0084, 1]
[19, 0.4657, 0.0477, 0]
[19, 0.53732, 0.0001167, 0]
[19, 0.5447, -0.026, 1]
[19, 0.5452, -0.0048, 0]
[19, 0.4801, 0.0434, 0]
[19, 0.5085, 0.0369, 0]
[19, 0.4666, -0.0484, 0]
[19, 0.5427, 0.0107, 0]
[19, 0.5012, 0.017, 0]
[19, 0.5012, -0.005, 0]
[19, 0.4637, 0.0302, 1]
[19, 0.4624, -0.0221, 0]
[19, 0.517, 0.0379, 0]
[19, 0.4978, -0.0028, 1]
[19, 0.5094, -0.0254, 0]
[19, 0.4672, -0.0358, 0]
[19, 0.472, -0.0095, 0]
[19, 0.5027, 0.0354, 0]
[19, 0.4667, 0.0263, 0]
[19, 0.5455, 0.0104, 0]
[19, 0.4903, 0.0198, 0]
[19, 0.505, 0.0201, 1]
[19, 0.5336, 0.0421, 0]
[19, 0.5361, -0.0308, 0]
[19, 0.4595, -0.0138, 1]
[19, 0.4631, -0.0246, 1]
[19, 0.5438, 0.0279, 1]
[19, 0.5273, 0.0313, 1]
[19, 0.4768, -0.0383, 0]
[19, 0.455, 0.0066, 1]
[19, 0.4514, -0.0182, 0]
[18, 0.4821, -0.0288, 1]
[18, 0.5416, 0.0321, 0]
[18, 0.4794, -0.0078, 0]
[18, 0.5047, -0.007, 0]
[18, 0.4548, 0.0199, 0]
[18, 0.5153, -0.043, 0]
[18, 0.5299, 0.0161, 0]
[18, 0.5404, 0.0043, 1]
[9, 0.4964, -0.0318, 1]
[9, 0.4516, -0.0265, 0]
[9, 0.522, 0.0393, 1]
[9, 0.5397, -0.0181, 1]
[9, 0.5007, -0.0073, 1]
[9, 0.5379, 0.0135, 1]
[9, 0.5215, -0.041, 1]
[9, 0.4921, 0.0068, 0]
[9, 0.5311, -0.0124, 1]
[9, 0.4536, 0.0071, 0]
[9, 0.4659, 0.0187, 1]
[9, 0.4911, -0.0074, 0]
[9, 0.452, -0.004, 1]
[9, 0.542, 0.0013, 1]
[9, 0.4535, -0.0076, 1]
[9, 0.529, -0.0187, 1]
[9, 0.5477, -0.0346, 1]
[6, 0.5302, -0.0467, 1]
[6, 0.545, -0.0324, 1]
[6, 0.4935, -0.0199, 1]
[6, 0.5102, -0.0422, 1]
[6, 0.5161, 0.0379, 1]
[6, 0.4647, -0.0399, 1]
[6, 0.4723, 0.0154, 1]
[6, 0.4876, 0.04, 1]
[6, 0.5478, 0.0383, 1]
[6, 0.5104, -0.0156, 1]
[6, 0.4746, -0.0122, 1]
[6, 0.5134, 0.0216, 1]
[6, 0.5047, -0.0218, 1]
[6, 0.5407, 0.0079, 1]
[6, 0.5214, -0.0099, 1]
[6, 0.49063, 0.00045184, 1]
[6, 0.5382, 0.0365, 1]
[6, 0.5377, 0.0349, 1]
[6, 0.5376, -0.0129, 1]
[6, 0.4758, -0.029, 1]
[6, 0.5263, -0.0038, 1]
[6, 0.5172, 0.0432, 1]
[6, 0.5247, 0.0163, 1]
[6, 0.4871, 0.0322, 1]
[6, 0.5361, 0.0128, 1]
[6, 0.4504, 0.0182, 1]
[6, 0.4883, 0.0258, 1]
[6, 0.4617, 0.0256, 1]
[6, 0.5171, 0.0261, 1]
[6, 0.4726, -0.0128, 1]
[6, 0.4825, 0.0306, 1]
[6, 0.4655, 0.0287, 1]
[6, 0.5419, -0.0186, 1]
[6, 0.5374, -0.0491, 1]
[6, 0.5134, 0.0079, 1]
[6, 0.5098, 0.0263, 1]
[6, 0.4637, 0.0376, 1]
[6, 0.4617, -0.0104, 1]
[6, 0.5271, 0.0251, 1]
[6, 0.5366, 0.0067, 1]
[6, 0.4587, 0.0116, 1]
[6, 0.4749, -0.0217, 1]
[6, 0.4936, 0.0337, 1]
[6, 0.464, 0.0171, 1]
[6, 0.5172, 0.0058, 1]
[6, 0.4564, 0.0069, 1]
[6, 0.5115, -0.0066, 1]
[6, 0.4697, 0.0155, 1]
[6, 0.482, 0.0296, 1]
[6, 0.5351, 0.0022, 1]
[6, 0.5334, -0.0476, 1]
[6, 0.4807, 0.0195, 1]
[6, 0.456, -0.0189, 1]
[6, 0.4709, 0.0071, 1]
[6, 0.4739, -0.0024, 1]
[6, 0.4641, 0.0424, 1]
[6, 0.485, -0.0202, 1]
[6, 0.5496, 0.0474, 1]
[6, 0.5179, -0.0236, 1]
[6, 0.4582, -0.0267, 1]
[6, 0.5097, -0.0306, 1]
[6, 0.543, -0.0141, 1]
[6, 0.4692, -0.0183, 1]
[6, 0.5119, -0.0393, 1]
[6, 0.4805, 0.0431, 1]
[6, 0.5084, 0.0203, 1]
[6, 0.5008, 0.0013, 1]
[6, 0.4733, 0.0487, 1]
[6, 0.4836, 0.0417, 1]
[6, 0.5175, -0.0149, 1]
[6, 0.4747, 0.005, 1]
[6, 0.4768, -0.0343, 1]
[6, 0.543, -0.0161, 1]
[6, 0.4598, -0.0055, 1]
[6, 0.5022, 0.0264, 1]
[6, 0.5495, -0.05, 1]
[6, 0.4513, -0.0436, 0]
[6, 0.5076, 0.0249, 1]
[6, 0.5297, -0.0311, 1]
[6, 0.5464, -0.0263, 1]
[3, 0.5258, 0.0218, 1]
[3, 0.5084, 0.0187, 0]
[3, 0.4812, 0.0243, 1]
[3, 0.4695, 0.0062, 1]
[3, 0.4579, -0.0481, 1]
[3, 0.4754, 0.0087, 0]
[3, 0.4777, 0.0157, 1]
[3, 0.4808, -0.0039, 1]
[3, 0.5346, -0.0421, 0]
[3, 0.4734, -0.0308, 0]
[3, 0.5182, 0.0272, 1]
[3, 0.4843, -0.0301, 1]
[3, 0.4563, 0.0155, 1]
[3, 0.4943, -0.0259, 1]
[3, 0.508, 0.0492, 1]
[3, 0.4967, -0.0258, 1]
[3, 0.4851, 0.0118, 0]
[3, 0.4817, -0.0391, 1]
[3, 0.46, 0.0327, 1]
[3, 0.452, 0.0157, 0]
[3, 0.4983, 0.0441, 1]
[3, 0.5282, -0.047, 1]
[3, 0.4693, 0.0219, 1]
[3, 0.5478, -0.0191, 0]
[3, 0.5249, -0.0473, 0]
[3, 0.4999, 0.0428, 1]
[3, 0.4943, -0.0291, 1]
[3, 0.5251, 0.0032, 1]
[3, 0.5494, 0.0328, 1]
[3, 0.5418, 0.0094, 1]
[3, 0.5497, 0.0092, 1]
[3, 0.4732, 0.0371, 0]
[3, 0.5183, 0.0231, 1]
[3, 0.4741, 0.0012, 1]
[3, 0.5039, -0.0188, 1]
[3, 0.4777, 0.0237, 0]
[3, 0.4921, 0.0218, 0]
[3, 0.4822, -0.009, 1]
[3, 0.4781, 0.0082, 0]
[3, 0.464, 0.0346, 1]
[3, 0.4781, -0.0317, 1]
[3, 0.5458, -0.0426, 1]
[3, 0.549, 0.0323, 1]
[3, 0.5095, -0.0395, 0]
[3, 0.5371, 0.0092, 0]
[3, 0.5499, -0.019, 1]
[3, 0.4649, 0.0472, 1]
[3, 0.4532, -0.0193, 0]
[3, 0.4858, 0.0033, 0]
[3, 0.5434, 0.0324, 0]
[3, 0.5152, 0.0499, 1]
[3, 0.4754, 0.0024, 1]
[3, 0.4864, 0.0087, 1]
[3, 0.5192, -0.0022, 1]
[3, 0.4694, 0.0026, 1]
[3, 0.5147, -0.0304, 0]
[3, 0.483, 0.0238, 0]
[3, 0.5247, -0.0083, 1]
[3, 0.4919, -0.0344, 1]
[1, 0.4784, 0.0213, 0]
[1, 0.4513, -0.0309, 0]
[1, 0.5281, -0.032, 0]
[1, 0.4571, 0.0378, 1]
[1, 0.5325, 0.0382, 0]
[1, 0.4828, -0.0293, 0]
[1, 0.5156, 0.0415, 0]
[1, 0.4653, 0.0031, 1]
[1, 0.4602, -0.0058, 1]
[1, 0.5355, 0.0476, 1]
[1, 0.4684, -0.0415, 1]
[1, 0.4686, 0.0338, 0]
[1, 0.4501, 0.0299, 0]
[1, 0.4546, 0.0274, 0]
[1, 0.4819, -0.0144, 0]
[1, 0.5184, 0.0493, 0]
[1, 0.4822, -0.0324, 0]
[1, 0.5058, -0.0054, 0]
[1, 0.5079, 0.0379, 0]
[1, 0.4666, 0.0426, 0]
[1, 0.4629, 0.0374, 0]
[1, 0.4825, -0.0123, 1]
[1, 0.527, 0.0124, 0]
[1, 0.4882, 0.0324, 1]
[1, 0.4924, 0.0091, 1]
[1, 0.5009, 0.006, 0]
[1, 0.5236, -0.0107, 0]
[1, 0.4782, 0.0303, 0]
[1, 0.5419, 0.0116, 0]
[1, 0.4886, 0.0263, 0]
[1, 0.4821, -0.0293, 0]
[1, 0.4784, 0.0162, 0]
[1, 0.4962, 0.0124, 1]
[1, 0.4731, -0.029, 0]
[1, 0.5343, 0.0126, 1]
[1, 0.5051, -0.008, 1]
[1, 0.4895, 0.0423, 0]
[1, 0.5155, 0.0139, 0]
[1, 0.5106, -0.0082, 0]
[1, 0.481, -0.0394, 0]
[1, 0.515, -0.0322, 0]
[1, 0.5069, 0.0464, 0]
[1, 0.534, -0.0127, 0]
[1, 0.4964, -0.0135, 0]
[1, 0.4609, 0.0087, 0]
[1, 0.5109, -0.0393, 0]
[1, 0.4532, 0.0259, 0]
[1, 0.5431, 0.0112, 1]
[1, 0.4953, -0.0458, 1]
[1, 0.509, 0.0088, 0]
[1, 0.5448, 0.0153, 0]
[1, 0.4586, -0.0075, 1]
[1, 0.4582, -0.0327, 0]
[1, 0.5131, 0.0472, 0]
[1, 0.4985, -0.011, 0]
[1, 0.5076, 0.0067, 0]
[1, 0.4505, -0.0305, 0]
[1, 0.532, 0.0239, 1]
[1, 0.4638, -0.0346, 0]
[1, 0.4585, -0.0155, 1]
[1, 0.5112, -0.012, 0]
[1, 0.4773, 0.01, 0]
[1, 0.4946, -0.0384, 1]
[1, 0.5096, 0.029, 1]
[1, 0.477, -0.0288, 0]
[1, 0.5182, -0.014, 0]
[1, 0.4822, -0.0219, 1]
[1, 0.5152, 0.0119, 0]
[1, 0.5336, 0.0365, 0]
[1, 0.5053, 0.0074, 0]
[1, 0.4902, 0.0261, 0]
[1, 0.5351, 0.0107, 0]
[0, 0.5498, 0.0264, 0]
[0, 0.5152, 0.0352, 0]
[0, 0.485, -0.0309, 0]
[0, 0.4744, -0.039, 0]
[0, 0.4964, 0.0253, 0]
[0, 0.4589, -0.0363, 0]
[0, 0.4596, -0.0064, 0]
[0, 0.4538, 0.0047, 0]
[0, 0.4734, -0.0368, 0]
[0, 0.4936, 0.0105, 0]
[0, 0.4809, -0.0152, 0]
[0, 0.5272, 0.0158, 0]
[0, 0.4569, -0.0311, 0]
[0, 0.4841, -0.0017, 0]
[0, 0.4631, 0.0326, 0]
[0, 0.5351, -0.0337, 0]
[0, 0.5107, -0.0364, 0]
[0, 0.5435, -0.0328, 0]
[0, 0.513, 0.0175, 0]
[0, 0.5047, -0.03, 1]
[0, 0.512, -0.0271, 0]
[0, 0.4985, 0.0463, 0]
[0, 0.5126, -0.0078, 1]
[0, 0.4742, 0.0048, 0]
[0, 0.485, 0.0139, 0]
[0, 0.466, 0.0346, 0]
[0, 0.4641, -0.008, 0]
[0, 0.4812, -0.03, 0]
[0, 0.5176, 0.0377, 0]
[0, 0.5301, 0.0253, 0]
